DATE,Mortgage_15yr,Mortgage_30yr,Consumer price index,Gross Domestic Product,Monthly_supply_houses,Personal_income,Population,Total_construction,Unemployment_rate,Home_price_index
1993-01-01,0.805676528007208,0.8149370586429228,0.0,-1.5276382051631494,-0.1570447915900497,-1.4731768664650127,0.0,-1.6187888381819144,0.3,76.78399999999999
1993-02-01,0.7546178104820542,0.7673472520724594,0.0019292604501606192,-1.5224459398103773,-0.21274540732642233,-1.4657273931701518,0.0031379506666491253,-1.6039577408704817,0.29090909090909095,76.837
1993-03-01,0.7275867247334433,0.7385630948725821,0.003215434083601365,-1.5172536744576053,-0.1570447915900497,-1.4663866385944757,0.006408304315013158,-1.617820735042494,0.2818181818181818,76.867
1993-04-01,0.7230815437753415,0.7350322382560639,0.006430868167202619,-1.5120614091048328,-0.5469491017446564,-1.453904925227275,0.009903743032293022,-1.5843589632078603,0.29090909090909095,76.936
1993-05-01,0.7182009310707311,0.7339576297206016,0.009003215434083556,-1.5072820817150054,-0.21274540732642233,-1.450366974783403,0.013544825029459862,-1.5856548254038867,0.2818181818181818,77.03699999999999
1993-06-01,0.7163237723381888,0.7266656432299663,0.009646302250803873,-1.5025027543251785,-0.2684460230627945,-1.4514657171572762,0.017344790604684412,-1.5515162918134826,0.2818181818181818,77.242
1993-07-01,0.6867397507133202,0.6941971139085048,0.010932475884244397,-1.4977234269353514,-0.21274540732642233,-1.4454885586434054,0.02134336065248199,-1.5414285964046015,0.27272727272727276,77.429
1993-08-01,0.6731491214897132,0.6798434141848326,0.012861736334405127,-1.4891236557848866,-0.10134417585367751,-1.4406760670458405,0.02539489189296562,-1.5173838278352378,0.2636363636363636,77.613
1993-09-01,0.6449917405015768,0.6495241019342952,0.014147909967845651,-1.480523884634422,-0.4355478702719115,-1.4421923315217857,0.029340500748076703,-1.4997728481548116,0.2636363636363636,77.795
1993-10-01,0.6350803423937526,0.6370893460239482,0.01800643086816711,-1.4719241134839571,-0.37984725453553936,-1.4435108223704336,0.033034543937929595,-1.5133505705553332,0.2636363636363636,77.942
1993-11-01,0.6821594834059166,0.6863678231501382,0.02057877813504816,-1.4652662809328443,-0.4912484860082842,-1.4379511859586347,0.036424060269837355,-1.4432131672476765,0.24545454545454543,78.149
1993-12-01,0.6813335335635979,0.6889775867362602,0.022508038585209,-1.4586084483817319,-0.6583503332174012,-1.3941333400885676,0.039681173620029764,-1.3909659457797774,0.24545454545454543,78.32600000000001
1994-01-01,0.663763327827001,0.6717838501688669,0.022508038585209,-1.4519506158306192,0.12145828709181215,-1.4193604649926983,0.042660240708620734,-1.4511643591764576,0.24545454545454543,78.59100000000001
1994-02-01,0.6772788707013064,0.685984034387473,0.025080385852089937,-1.4433744280695904,-0.37984725453553936,-1.4151852439719799,0.045520145113667976,-1.4515224662938608,0.24545454545454543,78.727
1994-03-01,0.7564949692145966,0.7661958857844642,0.027652733118970985,-1.434798240308561,-0.4912484860082842,-1.4082851418640554,0.04888318084923293,-1.4277174474047925,0.23636363636363628,78.85600000000001
1994-04-01,0.8492266106021924,0.8645993245317778,0.02829581993569119,-1.4262220525475322,-0.2684460230627945,-1.3948585100553237,0.05236537926834117,-1.4064040043071473,0.2181818181818181,78.987
1994-05-01,0.8908995344646342,0.9078139392078599,0.030225080385852032,-1.4207250976426042,-0.21274540732642233,-1.390331691474966,0.055807856792934984,-1.3934605563772804,0.19090909090909086,79.222
1994-06-01,0.8657456074485657,0.8771108381946577,0.03279742765273308,-1.4152281427376765,0.28856013430092914,-1.388925301236408,0.059515140280959056,-1.3817158568488899,0.2,79.423
1994-07-01,0.8960804925664512,0.9103469450414492,0.036012861736334334,-1.4097311878327485,0.34426075003730133,-1.3825745703154204,0.06330186555801243,-1.378577867362493,0.2,79.595
1994-08-01,0.8822646042949389,0.8947651212772487,0.039871382636656016,-1.4016166073563532,0.2328595185645565,-1.3776741793279454,0.06715479232592303,-1.3763685285364806,0.2,79.781
1994-09-01,0.899083946538519,0.9143383481731655,0.04180064308681675,-1.393502026879958,0.17715890282818433,-1.3704664293553366,0.07096799819931965,-1.3755946529861605,0.18181818181818182,79.919
1994-10-01,0.9374530710316862,0.9580902671169789,0.042443729903537064,-1.3853874464035627,-0.045643560117305346,-1.3564464766647133,0.07455611900379999,-1.3905926646319757,0.17272727272727267,80.065
1994-11-01,0.979125994894128,0.9957015658581516,0.04501607717041811,-1.3810104085210628,0.34426075003730133,-1.3542270170694892,0.07787943384485008,-1.3727571093016526,0.16363636363636364,80.15
1994-12-01,0.9999999999999998,1.0,0.04694533762057873,-1.376633370638563,0.5113625972464183,-1.3470412419443576,0.0810968263005285,-1.364733082026959,0.1454545454545454,80.297
1995-01-01,0.9986484457125693,0.9922474669941665,0.04951768488745978,-1.372256332756063,0.6227638287191631,-1.338141428715984,0.08418181577449113,-1.3582507362407465,0.15454545454545454,80.42699999999999
1995-02-01,0.9483405916804324,0.9431225053730428,0.052090032154340826,-1.368421059551099,0.901266907401025,-1.33271364138905,0.08717412316125372,-1.3767751925511589,0.13636363636363635,80.528
1995-03-01,0.8888722030334884,0.8870125882714153,0.054019292604501445,-1.3645857863461346,0.6227638287191631,-1.326780432570134,0.09037827531876008,-1.3619380256275668,0.13636363636363635,80.59899999999999
1995-04-01,0.8612404264904638,0.8652133865520417,0.05787781350482324,-1.3607505131411706,0.5670632129827909,-1.3215943685654523,0.09371483045798179,-1.360781764511206,0.16363636363636364,80.661
1995-05-01,0.805676528007208,0.8091802272029474,0.05980707395498386,-1.3540787004090626,0.34426075003730133,-1.3184299905286971,0.09711758708806117,-1.3623902117334403,0.15454545454545454,80.704
1995-06-01,0.7383991590328878,0.7494626957322688,0.0617363344051447,-1.3474068876769552,0.06575767135543949,-1.3120353099127544,0.10082487057608525,-1.3515711280593545,0.15454545454545454,80.78399999999999
1995-07-01,0.7422285628472742,0.7558335891925083,0.06302250803858533,-1.3407350749448472,-0.045643560117305346,-1.3056845789917666,0.10461159585313862,-1.3478959778968531,0.15454545454545454,80.937
1995-08-01,0.7831506232166991,0.7945962542216765,0.06495176848874584,-1.334890771337344,0.2328595185645565,-1.3006962886143818,0.10855720470825014,-1.336806796481675,0.15454545454545454,81.11
1995-09-01,0.7531160834960202,0.7602087810868896,0.06623794212218637,-1.3290464677298406,0.34426075003730133,-1.2943895073883491,0.11260873594873377,-1.3276568561514175,0.15454545454545454,81.307
1995-10-01,0.7302147469590028,0.7354927847712618,0.06881028938906741,-1.3232021641223373,0.34426075003730133,-1.2887199967391632,0.11632925973492947,-1.3242548385360877,0.1454545454545454,81.482
1995-11-01,0.7121940231265955,0.7205250230273257,0.07009646302250794,-1.3169383897570315,0.6227638287191631,-1.2842151530062826,0.11955989248877907,-1.3172353320737706,0.15454545454545454,81.619
1995-12-01,0.6894428592881812,0.6932760208781086,0.07138263665594846,-1.3106746153917257,0.39996136577367397,-1.2789851393066456,0.12244627749016912,-1.3156936505852894,0.1454545454545454,81.737
1996-01-01,0.660759873854933,0.6671783850168866,0.07652733118971033,-1.30441084102642,0.39996136577367397,-1.2710522193672802,0.1252399804043587,-1.2635405081058606,0.15454545454545454,81.834
1996-02-01,0.6630124643339839,0.6740865827448572,0.0784565916398714,-1.2936727554631853,-0.21274540732642233,-1.2570102918291797,0.12817932659843523,-1.2850451439865258,0.1454545454545454,81.954
1996-03-01,0.7462081393602642,0.7583665950260976,0.08167202572347276,-1.2829346698999509,0.28856013430092914,-1.247649006803779,0.13140995935228483,-1.265361391753673,0.1454545454545454,82.194
1996-04-01,0.7951644391049706,0.8045747620509671,0.08553054662379422,-1.2721965843367162,0.17715890282818433,-1.239540288084594,0.1347994756841926,-1.2170290701285706,0.1454545454545454,82.421
1996-05-01,0.8158882715122389,0.8268345102855388,0.08745980707395506,-1.2657573391015369,0.12145828709181215,-1.2307503490936076,0.13833463529598689,-1.1875246854218493,0.15454545454545454,82.61
1996-06-01,0.8541072233068026,0.8652133865520417,0.08938906752411568,-1.2593180938663575,0.17715890282818433,-1.2210814162035226,0.14204191878401096,-1.1815643262813431,0.1272727272727272,82.75200000000001
1996-07-01,0.844345997897582,0.8536997236720907,0.09131832797427675,-1.2528788486311782,0.01005705561906732,-1.2210154916610902,0.14594780674460806,-1.1883956747667195,0.13636363636363635,82.929
1996-08-01,0.8068779095960352,0.81639545594105,0.09260450160771716,-1.244493157168195,-0.37984725453553936,-1.2149064840623545,0.1500258185814345,-1.1760743620831886,0.10909090909090907,83.086
1996-09-01,0.8420934074185311,0.8513969910961008,0.09581993569131841,-1.2361074657052116,-0.2684460230627945,-1.2065560420209176,0.15403762892740325,-1.141152848524225,0.11818181818181817,83.256
1996-10-01,0.7936627121189366,0.803039607000307,0.09903536977491967,-1.2277217742422284,-0.045643560117305346,-1.2018534246607397,0.15796999748434315,-1.1220487442525926,0.11818181818181817,83.37700000000001
1996-11-01,0.7504129749211592,0.7574455019957016,0.1022508038585207,-1.2210005735809977,-0.2684460230627945,-1.1944698759083112,0.16157135858699556,-1.124928775222216,0.13636363636363635,83.552
1996-12-01,0.7437302898333082,0.7542984341418482,0.10482315112540175,-1.2142793729197672,-0.37984725453553936,-1.1869544780710177,0.1647622704463303,-1.1696436080003307,0.13636363636363635,83.721
1997-01-01,0.7783450968613905,0.7890696960392998,0.10675241157556281,-1.2075581722585362,-0.5469491017446564,-1.1763626015868793,0.16779429872760732,-1.1619655486187215,0.1272727272727272,83.955
1997-02-01,0.7516143565099864,0.7623579981578139,0.10868167202572343,-1.197355906529517,-0.6583503332174012,-1.168429681647514,0.17085280760522714,-1.1413076236342892,0.11818181818181817,84.181
1997-03-01,0.7899083946538519,0.8003530856616516,0.10932475884244386,-1.1871536408004981,-0.8811527961628909,-1.1596617175040052,0.17414964184993442,-1.1259757833197082,0.11818181818181817,84.45200000000001
1997-04-01,0.830455023276768,0.8379643844028246,0.10996784565916407,-1.1769513750714788,-0.5469491017446564,-1.1570247358067092,0.17760535967269986,-1.1390011710137267,0.10909090909090907,84.62299999999999
1997-05-01,0.7999699654602792,0.8074915566472212,0.10996784565916407,-1.1675442811325194,-0.602649717481029,-1.1507619042756314,0.1811669998808374,-1.1129989525229644,0.09090909090909088,84.86200000000001
1997-06-01,0.7643790358912748,0.7684986183604543,0.11189710610932468,-1.1581371871935597,-0.7140509489537733,-1.1431805818959055,0.18494048485971915,-1.1079824180732412,0.09999999999999998,85.08
1997-07-01,0.7347199279171044,0.7389468836352471,0.11318327974276532,-1.1487300932546005,-0.7140509489537733,-1.1352916116514953,0.18900525639837396,-1.0745570639115636,0.08181818181818173,85.33200000000001
1997-08-01,0.7314912148971315,0.736260362296592,0.11575562700964637,-1.1419958270036548,-0.769751564690146,-1.124809609404744,0.19325539211143017,-1.067932082239606,0.08181818181818173,85.573
1997-09-01,0.7272112929869348,0.7285845870432912,0.11832797427652719,-1.135261560752709,-0.8254521804265181,-1.1163053434309647,0.19733340394825705,-1.0468917716891328,0.09090909090909088,85.851
1997-10-01,0.7062622015317614,0.7077064783543137,0.12025723472668826,-1.1285272945017633,-0.769751564690146,-1.1059771651165555,0.20112012922530997,-1.0266496151376174,0.08181818181818173,86.147
1997-11-01,0.6930470040546626,0.6940435984034388,0.12154340836012845,-1.1219570667296903,-0.9925540276356354,-1.0945722192757508,0.20456260674990423,-1.0554377856095327,0.0727272727272727,86.633
1997-12-01,0.6784051659408317,0.6771568928461773,0.12218649517684887,-1.1153868389576171,-0.7140509489537733,-1.0851230348604404,0.2078726812927827,-1.0605635730781247,0.09090909090909088,87.09299999999999
1998-01-01,0.6654152275116383,0.6616518268345102,0.12347266881028929,-1.1088166111855442,-0.936853411899263,-1.069982364948466,0.21095767076674576,-1.0494410087960702,0.08181818181818173,87.615
1998-02-01,0.674650848475747,0.6690973288302118,0.12347266881028929,-1.1020735256615406,-0.9925540276356354,-1.0595223375491925,0.21375137368093533,-1.0420512559920312,0.0727272727272727,88.00299999999999
1998-03-01,0.6904189818291033,0.6821461467608227,0.12347266881028929,-1.095330440137537,-0.8811527961628909,-1.049084284997396,0.21682312285672678,-0.9850424237851024,0.0727272727272727,88.44200000000001
1998-04-01,0.6960504580267306,0.6840650905741479,0.12475884244372992,-1.0885873546135334,-0.936853411899263,-1.0407997674983913,0.22025236008314897,-0.9624482925218294,0.05454545454545451,88.87899999999999
1998-05-01,0.6966511488211442,0.684679152594412,0.12733118971061097,-1.078696833855116,-0.9925540276356354,-1.0308451615910992,0.22377427939677208,-0.9625271974799012,0.045454545454545414,89.36399999999999
1998-06-01,0.6791560294338488,0.6621891311022412,0.12861736334405138,-1.068806313096699,-1.048254643372008,-1.022626568634527,0.2274286016921101,-0.8749669724687589,0.0636363636363636,89.845
1998-07-01,0.6726235170446011,0.6552041756217377,0.13118971061093243,-1.0589157923382817,-0.936853411899263,-1.0154847432043506,0.23126828816184952,-0.8951089804196445,0.0636363636363636,90.31
1998-08-01,0.670896531010662,0.6506754682222904,0.13247588424437307,-1.0476209819972875,-0.8811527961628909,-1.0068486281457065,0.23524037761330385,-0.8902047337948696,0.05454545454545451,90.786
1998-09-01,0.6393602643039493,0.619972367209088,0.13311897106109327,-1.0363261716562935,-0.8811527961628909,-1.0020361365481414,0.2391197849775577,-0.8616623826154091,0.0636363636363636,91.259
1998-10-01,0.6335786154077188,0.6180534233957629,0.13569131832797432,-1.0250313613152993,-0.936853411899263,-0.9952898583725592,0.2428403087637534,-0.8605030866929685,0.05454545454545451,91.717
1998-11-01,0.6547529659107973,0.6418483266809947,0.13697749196141473,-1.0173428497195125,-1.215356490581125,-0.9871811396533743,0.24630926688469046,-0.8608004976887779,0.05454545454545451,92.2
1998-12-01,0.637483105571407,0.6223518575376112,0.13890675241157557,-1.009654338123726,-1.048254643372008,-0.9814457044617556,0.24969878321659822,-0.8633982916929903,0.05454545454545451,92.712
1999-01-01,0.6427391500225257,0.6295670862757137,0.14083601286173597,-1.0019658265279394,-0.9925540276356354,-0.9723700924535622,0.25278377269056085,-0.8578476313732419,0.03636363636363632,93.208
1999-02-01,0.6446163087550683,0.633021185139699,0.14083601286173597,-0.994483947233497,-0.936853411899263,-0.9662610848548265,0.25548479351754994,-0.8047688730395084,0.05454545454545451,93.672
1999-03-01,0.6802823246733742,0.6687135400675468,0.14147909967845684,-0.9870020679390544,-0.8811527961628909,-0.9629648577332068,0.25851682179882696,-0.7716348602614809,0.027272727272727226,94.218
1999-04-01,0.6582069379786752,0.6496776174393613,0.14855305466237956,-0.9795201886446121,-0.9925540276356354,-0.959624680916632,0.26195929932342077,-0.7972425539618836,0.045454545454545414,94.785
1999-05-01,0.6911698453221202,0.6848326680994778,0.14919614147909976,-0.9690405404459418,-0.936853411899263,-0.9545484911493373,0.26560038132058716,-0.8015823266558366,0.03636363636363632,95.344
1999-06-01,0.7557441057215797,0.7470064476512126,0.14919614147909976,-0.9585608922472713,-0.9925540276356354,-0.9477582632788003,0.26942682749215496,-0.7657443016608075,0.045454545454545414,95.974
1999-07-01,0.7675326625619461,0.7595947190666257,0.1536977491961412,-0.948081244048601,-0.936853411899263,-0.9388145003554716,0.27339891694360974,-0.7455689108430453,0.045454545454545414,96.592
1999-08-01,0.8083045502327675,0.8072612833896222,0.15627009646302248,-0.9341309179259659,-0.936853411899263,-0.9275853532944864,0.2774239675877501,-0.7585912637309842,0.03636363636363632,97.219
1999-09-01,0.7955398708514789,0.7888394227817008,0.16077170418006437,-0.9201805918033307,-0.6583503332174012,-0.9222454653574621,0.2814092973373761,-0.7286134492758315,0.03636363636363632,97.862
1999-10-01,0.7990689292686588,0.7933681301811482,0.162700964630225,-0.9062302656806956,-0.8254521804265181,-0.908796858701253,0.2851695420180862,-0.7028054583741694,0.027272727272727226,98.523
1999-11-01,0.782399759723682,0.7757906048510899,0.1646302250803856,-0.8995661616465196,-0.769751564690146,-0.894974679637927,0.2885722986481656,-0.6381853325193845,0.027272727272727226,99.154
1999-12-01,0.8074786003904488,0.8025790604851089,0.16720257234726688,-0.8929020576123438,-0.769751564690146,-0.8760982856547834,0.2919088537873873,-0.6132028088713973,0.018181818181818132,99.844
2000-01-01,0.849602042348701,0.8483266809947805,0.17041800643086813,-0.8862379535781677,-0.769751564690146,-0.8548266332965965,0.2950468044540364,-0.6268321229752737,0.027272727272727226,100.552
2000-02-01,0.869124493167142,0.8659809640773717,0.1749196141479098,-0.8701972637570173,-0.769751564690146,-0.8414659260302975,0.29790670885908366,-0.6001349338922632,0.027272727272727226,101.339
2000-03-01,0.854032136957501,0.8529321461467607,0.18135048231511253,-0.8541565739358669,-0.769751564690146,-0.8283908917812051,0.3009784580348751,-0.5524217127074171,0.018181818181818132,102.127
2000-04-01,0.8492266106021924,0.8394995394534848,0.18070739549839254,-0.8381158841147164,-0.7140509489537733,-0.8199305755023806,0.30405020721066656,-0.5666640576393903,0.009090909090909038,102.922
2000-05-01,0.9066676678179904,0.8951489100399139,0.18263665594855294,-0.8335138567773229,-0.7140509489537733,-0.8116460580033759,0.3071351966846292,-0.5659387389863451,0.027272727272727226,103.678
2000-06-01,0.8780597687340439,0.8603008903899294,0.18906752411575567,-0.828911829439929,-0.4912484860082842,-0.7999334642978867,0.3104585115256797,-0.5950546685148664,0.018181818181818132,104.424
2000-07-01,0.8589878360114129,0.8387319619281548,0.19228295819935692,-0.8243098021025356,-0.8811527961628909,-0.7851004422505972,0.3138612681557591,-0.6303069759365159,0.027272727272727226,105.054
2000-08-01,0.8435951344045651,0.8203101013202332,0.19228295819935692,-0.8166286072369893,-0.7140509489537733,-0.7747942387836652,0.31736994717121014,-0.56491904414357,0.027272727272727226,105.768
2000-09-01,0.8197927616759271,0.8025790604851089,0.19807073954983923,-0.8089474123714432,-0.936853411899263,-0.764795683181418,0.32086538588849,-0.5376391722932595,0.018181818181818132,106.538
2000-10-01,0.7996696200630724,0.7846177463923856,0.20000000000000007,-0.8012662175058969,-0.936853411899263,-0.7572363356491698,0.32420194102771216,-0.5322675655322128,0.009090909090909038,107.383
2000-11-01,0.7917855533863942,0.776941971139085,0.2019292604501609,-0.7990132525433774,-0.8254521804265181,-0.753324812798181,0.32735313199253246,-0.5202679422931286,0.018181818181818132,108.302
2000-12-01,0.7374981228412674,0.7212158428001227,0.20450160771704173,-0.7967602875808576,-1.1596558748447525,-0.745831389808365,0.33033219908112343,-0.5461791166015,0.018181818181818132,109.14
2001-01-01,0.6750262802222555,0.6675621737795516,0.21093247588424424,-0.794507322618338,-1.048254643372008,-0.7245377626027004,0.3331391422934846,-0.537186986187386,0.03636363636363632,109.846
2001-02-01,0.6750262802222555,0.6702486951182067,0.2135048231511253,-0.7860951080082333,-1.10395525910838,-0.7168685408330648,0.3358666437168165,-0.5397119448456861,0.045454545454545414,110.501
2001-03-01,0.6552034840066074,0.6552041756217377,0.2141479099678455,-0.7776828933981285,-1.048254643372008,-0.7094849920806362,0.3387000675255205,-0.49598038923738985,0.045454545454545414,111.109
2001-04-01,0.6682685087851028,0.6744703715075222,0.21607717041800656,-0.7692706787880238,-0.9925540276356354,-0.7095948663180236,0.34163941371959705,-0.4524764440850702,0.05454545454545451,111.652
2001-05-01,0.6802823246733742,0.6848326680994778,0.22186495176848886,-0.7693347001776277,-0.936853411899263,-0.7091114196735194,0.3447111628953885,-0.43501416990254865,0.05454545454545451,112.164
2001-06-01,0.6840366421384592,0.6871354006754682,0.2244372990353697,-0.7693987215672314,-0.8254521804265181,-0.7077929288248714,0.34791531505289486,-0.411998200594199,0.0727272727272727,112.796
2001-07-01,0.6814086199128997,0.6821461467608227,0.22250803858520907,-0.7694627429568355,-0.8254521804265181,-0.7083423000118081,0.3511989089994305,-0.4279582457672753,0.0727272727272727,113.491
2001-08-01,0.6540021024177802,0.6548971446116056,0.22250803858520907,-0.7653833392080451,-0.7140509489537733,-0.7112429798788336,0.3546413865240243,-0.43708087284281577,0.09999999999999998,114.168
2001-09-01,0.6299744706412373,0.6345563401903591,0.22700964630225096,-0.7613039354592546,-0.7140509489537733,-0.7169784150704521,0.35805738345227534,-0.46758977836191373,0.10909090909090907,114.812
2001-10-01,0.5935575912299142,0.6038532391771567,0.22379421221864948,-0.7572245317104643,-0.769751564690146,-0.7143414333731563,0.36128801620612494,-0.4417059173082595,0.13636363636363635,115.31
2001-11-01,0.6008409671121788,0.6100706171323302,0.22315112540192927,-0.7491869075574908,-0.8811527961628909,-0.7148248800176605,0.36432004448740196,-0.44786657365002497,0.15454545454545454,115.857
2001-12-01,0.6603844421084246,0.6725514276941971,0.22250803858520907,-0.7411492834045171,-1.048254643372008,-0.7135942885589224,0.367206429488792,-0.4303314641215909,0.17272727272727267,116.455
2002-01-01,0.6509986484457124,0.6621891311022412,0.2244372990353697,-0.7331116592515436,-0.8254521804265181,-0.7081225515370333,0.36993393091212434,-0.40312442761719286,0.17272727272727267,117.144
2002-02-01,0.6352305150923561,0.6460700030703099,0.22636655948553053,-0.7263201657176459,-0.936853411899263,-0.7045406513982065,0.3725290293537409,-0.3919442020196243,0.17272727272727267,117.844
2002-03-01,0.6564048655954347,0.6647221369358305,0.22958199356913178,-0.7195286721837482,-0.8811527961628909,-0.7004093800724428,0.37512412779535786,-0.44592429775902503,0.17272727272727267,118.687
2002-04-01,0.6502477849526955,0.6602701872889161,0.23472668810289388,-0.7127371786498504,-0.769751564690146,-0.6895977551135296,0.37793107100771905,-0.4043808373341835,0.19090909090909086,119.61
2002-05-01,0.6209641087250337,0.6327909118821,0.2360128617363345,-0.7064278053764387,-0.936853411899263,-0.6827635775480376,0.38094985899082445,-0.4265500957463003,0.18181818181818182,120.724
2002-06-01,0.5946838864694399,0.6088424930918022,0.2366559485530545,-0.700118432103027,-0.8254521804265181,-0.6753360791006541,0.3840878096574736,-0.43916881942564073,0.18181818181818182,121.813
2002-07-01,0.5684036642138457,0.5835124347559104,0.23922829581993554,-0.6938090588296153,-0.8254521804265181,-0.6769402429665092,0.38730520211315156,-0.43810056768559075,0.18181818181818182,122.888
2002-08-01,0.534164288932272,0.553576911268038,0.24244372990353702,-0.68875313290552,-0.936853411899263,-0.6730287201155201,0.39064175725237327,-0.46274622785873254,0.17272727272727267,123.83
2002-09-01,0.5049556990539119,0.5232575990175008,0.24437299035369786,-0.683697206981425,-0.9925540276356354,-0.6682382033654326,0.39396507209342335,-0.4836074848505041,0.17272727272727267,124.78
2002-10-01,0.5038294038143865,0.5263279091188209,0.2469453376205787,-0.6786412810573297,-0.936853411899263,-0.6610963779352561,0.3971427436545869,-0.4606764901123857,0.18181818181818182,125.734
